rescue_candidate	mapping_hit	sam_flag	hit_filter_result	candidate_structural_category	rescue_result	exclusion_reason	best_match_for_candidate	best_match_id
PB.45406.1	PB.130858.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.45406.1	ENST00000215829.8	2048	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000215829.8
PB.45406.1	PB.130858.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.45406.1	PB.124776.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.60623.1	ENST00000215829.8	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000215829.8
PB.60623.1	PB.124776.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.60623.1	PB.130858.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.130858.2	PB.124776.2	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124776.2
PB.130858.2	ENST00000215829.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.124776.2
PB.130858.2	PB.130858.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124776.2
PB.118911.1	ENST00000215829.8	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000215829.8
PB.118911.1	PB.103720.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.118911.1	PB.124776.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.118911.1	PB.103720.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000215829.8
PB.103721.1	PB.124776.2	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124776.2
PB.103721.1	ENST00000215829.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.124776.2
PB.103721.1	PB.130858.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124776.2
PB.45407.1	PB.143834.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.143834.1
PB.45407.1	PB.164547.10	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.143834.1
PB.45407.1	PB.23021.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.143834.1
PB.45407.1	PB.15712.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.143834.1
PB.45407.1	PB.15712.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.143834.1
PB.45407.1	PB.164547.7	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.143834.1
PB.52932.1	PB.15712.6	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.6
PB.52932.1	PB.143834.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.6
PB.52932.1	PB.15712.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.6
PB.52932.1	PB.30409.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.6
PB.52932.1	PB.15712.7	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.6
PB.52932.1	ENST00000400382.6	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.15712.6
PB.60624.1	PB.15712.7	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.15712.7
PB.60624.1	PB.30409.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.15712.7
PB.60624.1	PB.164547.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.15712.7
PB.60624.1	PB.23021.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.15712.7
PB.60624.1	PB.15712.6	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.15712.7
PB.60624.1	PB.157427.7	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.15712.7
PB.68227.1	PB.164547.10	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164547.10
PB.68227.1	PB.15712.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164547.10
PB.68227.1	PB.15712.7	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164547.10
PB.68227.1	PB.164547.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164547.10
PB.68227.1	PB.30409.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164547.10
PB.68227.1	PB.23021.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164547.10
PB.75707.1	PB.15712.9	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.9
PB.75707.1	PB.164547.8	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.9
PB.75707.1	PB.164547.10	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.9
PB.75707.1	ENST00000400380.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.15712.9
PB.75707.1	PB.164547.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.9
PB.75707.1	PB.23021.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.15712.9
PB.118912.1	NA	4	NA	novel_not_in_catalog	not_rescued	artifact_by_rules	unknown	unknown
PB.88787.1	ENST00000610372.4	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000610372.4
PB.88787.1	ENST00000400358.9	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000610372.4
PB.88787.1	PB.3822.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000610372.4
PB.103723.1	ENST00000358431.8	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000358431.8
PB.103723.1	PB.3823.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000358431.8
PB.103723.1	ENST00000401395.1	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000358431.8
PB.103723.1	ENST00000637069.1	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000358431.8
PB.150514.1	PB.45408.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.45408.1
PB.150514.1	ENST00000444995.7	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.45408.1
PB.150514.1	ENST00000650168.1	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.45408.1
PB.150514.1	ENST00000650500.2	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.45408.1
PB.103724.1	PB.164549.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164549.1
PB.103724.1	PB.96115.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.164549.1
PB.83143.1	ENST00000382734.9	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000382734.9
PB.83143.1	PB.96115.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000382734.9
PB.83143.1	PB.164549.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000382734.9
PB.96115.3	ENST00000382734.9	0	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000382734.9
PB.96115.3	PB.96115.2	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000382734.9
PB.37866.1	PB.96115.2	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.96115.2
PB.37866.1	ENST00000382734.9	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.96115.2
PB.37866.1	PB.164549.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.96115.2
PB.60627.1	ENST00000324198.11	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000324198.11
PB.60627.1	PB.164550.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000324198.11
PB.60627.1	ENST00000619906.4	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000324198.11
PB.143837.1	ENST00000324198.11	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000324198.11
PB.150517.1	ENST00000324198.11	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000324198.11
PB.75708.1	ENST00000335473.12	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000335473.12
PB.75708.1	ENST00000536101.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000335473.12
PB.88788.1	PB.88788.5	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.5
PB.88788.1	PB.150518.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.5
PB.88788.1	PB.124778.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.5
PB.88788.1	PB.88788.12	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.5
PB.88788.1	PB.143838.4	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.5
PB.88788.1	ENST00000398145.7	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.88788.5
PB.143838.1	ENST00000336873.9	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000336873.9
PB.143838.1	PB.150518.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000336873.9
PB.143838.1	PB.88788.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000336873.9
PB.143838.1	PB.88788.9	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000336873.9
PB.143838.1	PB.88788.8	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000336873.9
PB.143838.1	PB.143838.4	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000336873.9
PB.137330.1	PB.143838.4	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.143838.4
PB.137330.1	ENST00000398145.7	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.143838.4
PB.137330.1	PB.88788.3	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.143838.4
PB.137330.1	PB.88788.10	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.143838.4
PB.137330.1	PB.88788.11	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.143838.4
PB.137330.1	PB.88788.12	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.143838.4
PB.75709.1	ENST00000402105.7	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000402105.7
PB.75709.1	PB.124778.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000402105.7
PB.75709.1	PB.88788.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000402105.7
PB.75709.1	PB.124778.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000402105.7
PB.75709.1	PB.88788.8	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000402105.7
PB.75709.1	ENST00000398145.7	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000402105.7
PB.23022.1	PB.124778.2	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.2
PB.23022.1	ENST00000402105.7	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.124778.2
PB.23022.1	ENST00000336873.9	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.124778.2
PB.23022.1	PB.88788.8	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.2
PB.23022.1	PB.143838.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.2
PB.23022.1	PB.8665.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.2
PB.124778.5	ENST00000398145.7	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000398145.7
PB.124778.5	ENST00000336873.9	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000398145.7
PB.124778.5	PB.88788.12	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000398145.7
PB.124778.5	PB.88788.9	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000398145.7
PB.124778.5	PB.88788.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000398145.7
PB.124778.5	PB.88788.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000398145.7
PB.157429.1	PB.8665.2	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.157429.1	PB.130863.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.157429.1	PB.130863.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.157429.1	PB.124778.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.157429.1	PB.88788.8	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.157429.1	PB.88788.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.37867.1	PB.124778.3	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.3
PB.37867.1	PB.88788.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.3
PB.37867.1	PB.143838.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.3
PB.37867.1	ENST00000398145.7	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.124778.3
PB.37867.1	PB.88788.11	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.3
PB.37867.1	PB.88788.12	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.124778.3
PB.37867.2	PB.88788.2	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.2
PB.37867.2	PB.8665.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.2
PB.37867.2	PB.88788.9	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.2
PB.37867.2	ENST00000336873.9	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.88788.2
PB.37867.2	PB.150518.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.2
PB.37867.2	PB.124778.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.2
PB.157430.1	PB.88788.3	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.157430.1	PB.88788.10	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.157430.1	PB.124778.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.157430.1	PB.143838.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.157430.1	PB.88788.11	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.157430.1	ENST00000398145.7	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.88788.3
PB.75710.2	PB.88788.3	0	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.75710.2	PB.124778.3	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.75710.2	PB.88788.10	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.75710.2	PB.143838.4	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.75710.2	PB.88788.11	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.88788.3
PB.75710.2	ENST00000398145.7	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.88788.3
PB.75710.1	PB.8665.2	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.75710.1	PB.88788.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.75710.1	PB.88788.5	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.75710.1	PB.88788.9	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.75710.1	PB.88788.8	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.75710.1	PB.124778.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.8665.2
PB.103725.1	PB.88789.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88789.1
PB.103725.1	ENST00000215917.11	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.88789.1
PB.103725.1	PB.88789.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88789.1
PB.60629.1	PB.30412.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.30412.1
PB.60629.1	PB.37869.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.30412.1
PB.60629.1	ENST00000403880.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.30412.1
PB.60629.1	ENST00000338754.9	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.30412.1
PB.60629.1	ENST00000398110.6	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.30412.1
PB.60629.1	PB.30412.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.30412.1
PB.88791.2	ENST00000338754.9	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000338754.9
PB.88791.2	PB.37869.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000338754.9
PB.88791.2	PB.37869.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000338754.9
PB.88791.2	PB.88791.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000338754.9
PB.88791.2	ENST00000398110.6	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000338754.9
PB.88791.2	PB.30412.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000338754.9
PB.45410.2	PB.37869.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37869.1
PB.45410.2	ENST00000338754.9	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.37869.1
PB.45410.2	PB.37869.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37869.1
PB.45410.2	PB.88791.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37869.1
PB.45410.2	ENST00000398110.6	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.37869.1
PB.45410.2	PB.30412.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.37869.1
PB.8666.2	ENST00000613780.4	0	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000613780.4
PB.45413.1	PB.88792.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88792.1
PB.45413.1	ENST00000335272.10	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.88792.1
PB.45413.1	ENST00000455418.7	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.88792.1
PB.45413.1	ENST00000320996.14	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.88792.1
PB.45413.1	PB.143841.5	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88792.1
PB.45413.1	PB.164553.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88792.1
PB.23027.1	PB.88792.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88792.1
PB.23027.1	PB.143841.5	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88792.1
PB.23027.1	ENST00000335272.10	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.88792.1
PB.23027.1	ENST00000455418.7	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.88792.1
PB.23027.1	PB.164553.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88792.1
PB.23027.1	ENST00000320996.14	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.88792.1
PB.143841.2	ENST00000335272.10	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.143841.2	ENST00000455418.7	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.143841.2	PB.143841.5	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.143841.2	ENST00000320996.14	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.143841.2	PB.88792.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.143841.2	PB.164553.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.143841.3	ENST00000335272.10	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.143841.3	ENST00000455418.7	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.143841.3	PB.164553.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.143841.3	PB.143841.5	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.143841.3	ENST00000320996.14	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.143841.3	PB.88792.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.137334.1	ENST00000335272.10	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.137334.1	ENST00000455418.7	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.137334.1	ENST00000320996.14	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.137334.1	PB.143841.5	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.137334.1	PB.88792.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.137334.1	PB.164553.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.30413.1	ENST00000335272.10	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.30413.1	PB.88792.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.30413.1	ENST00000455418.7	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.30413.1	PB.143841.5	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.30413.1	ENST00000320996.14	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.30413.1	PB.164553.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.30413.2	ENST00000335272.10	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.30413.2	PB.143841.5	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.30413.2	PB.88792.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.30413.2	ENST00000455418.7	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.30413.2	PB.164553.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.30413.2	ENST00000320996.14	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.157433.1	ENST00000335272.10	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.157433.1	PB.143841.5	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.157433.1	PB.88792.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.157433.1	ENST00000455418.7	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.157433.1	ENST00000320996.14	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.157433.1	PB.164553.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000335272.10
PB.164553.1	ENST00000335272.10	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000335272.10
PB.164553.1	ENST00000455418.7	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000335272.10
