isoform	structural_category	filter_reason
PB.45435.1	genic_intron	exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45436.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1808 < 2001
PB.45437.1	full-splice_match	diff_to_gene_TSS: -1325.0 < 0
PB.45438.1	full-splice_match	diff_to_gene_TSS: 99.0 > 50; perc_A_downstream_TTS: 90.0 > 59
PB.45439.1	incomplete-splice_match	subcategory: 3prime_fragment; length: 1850 < 2001
PB.45442.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45444.2	novel_in_catalog	diff_to_gene_TSS: -163.0 < -50
PB.45447.1	incomplete-splice_match	FSM_class: C; length: 1842 < 2001; subcategory: 5prime_fragment
PB.45447.2	novel_in_catalog	diff_to_gene_TTS: -8645.0 < -50
PB.45447.3	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1810 < 2001
PB.45448.1	incomplete-splice_match	FSM_class: C; length: 1802 < 2001; subcategory: 3prime_fragment
PB.45449.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.45452.1	incomplete-splice_match	FSM_class: C; length: 1921 < 2001; subcategory: 3prime_fragment
PB.45453.1	genic	exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45454.1	incomplete-splice_match	FSM_class: C; length: 1785 < 2001; subcategory: 3prime_fragment
PB.45456.1	novel_not_in_catalog	RTS_stage: True
PB.45456.2	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.45458.1	full-splice_match	diff_to_gene_TSS: -3.0 < 0
PB.45459.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1814 < 2001; all_canonical: nan
PB.45461.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1832 < 2001
PB.45464.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.45466.1	novel_in_catalog	diff_to_gene_TSS: -78.0 < -50
PB.45470.1	novel_not_in_catalog	RTS_stage: True
PB.45470.2	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1862 < 2001; all_canonical: nan
PB.45470.3	incomplete-splice_match	FSM_class: C; length: 1816 < 2001; subcategory: 5prime_fragment
PB.45471.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1831 < 2001
PB.45471.3	novel_in_catalog	diff_to_gene_TSS: -104829.0 < -50; all_canonical: nan
PB.45472.1	novel_not_in_catalog	coding: non_coding
PB.45475.1	incomplete-splice_match	length: 1859 < 2001; FSM_class: C; subcategory: mono-exon; all_canonical: nan
PB.45476.1	incomplete-splice_match	FSM_class: C; length: 1783 < 2001; subcategory: 3prime_fragment
PB.45477.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45478.1	incomplete-splice_match	subcategory: mono-exon; length: 1850 < 2001; all_canonical: nan
PB.45479.1	incomplete-splice_match	length: 1758 < 2001; FSM_class: C; subcategory: mono-exon; all_canonical: nan
PB.45480.1	incomplete-splice_match	FSM_class: C; length: 1769 < 2001; subcategory: 5prime_fragment
PB.45483.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1844 < 2001
PB.45484.1	novel_in_catalog	diff_to_gene_TTS: -60.0 < -50
PB.45484.2	full-splice_match	diff_to_gene_TSS: -3.0 < 0
PB.45485.1	incomplete-splice_match	length: 1845 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.45486.1	incomplete-splice_match	length: 1803 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.45486.2	novel_in_catalog	diff_to_gene_TTS: -121520.0 < -50
PB.45487.1	full-splice_match	perc_A_downstream_TTS: 60.0 > 59
PB.45487.2	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59
PB.45488.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1942 < 2001; all_canonical: nan
PB.45490.2	incomplete-splice_match	length: 1817 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.45491.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1864 < 2001; all_canonical: nan
PB.45492.1	incomplete-splice_match	subcategory: mono-exon; length: 1803 < 2001; FSM_class: C; all_canonical: nan
PB.45493.1	full-splice_match	diff_to_gene_TSS: -4.0 < 0
PB.45494.1	incomplete-splice_match	FSM_class: C; length: 1861 < 2001; subcategory: 3prime_fragment
PB.45495.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1855 < 2001; all_canonical: nan
PB.45497.1	genic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45498.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.45501.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1793 < 2001; all_canonical: nan
PB.45502.1	genic	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; all_canonical: non_canonical
PB.45503.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1830 < 2001; all_canonical: nan
PB.45504.1	novel_not_in_catalog	all_canonical: non_canonical
PB.45504.2	novel_not_in_catalog	all_canonical: non_canonical
PB.45504.5	novel_not_in_catalog	all_canonical: non_canonical
PB.45504.6	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.45504.7	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.45504.8	novel_not_in_catalog	all_canonical: non_canonical
PB.45504.9	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.45504.10	novel_not_in_catalog	perc_A_downstream_TTS: 75.0 > 59; all_canonical: non_canonical
PB.45505.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1853 < 2001
PB.45507.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.45508.2	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 1747 < 2001
PB.45509.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1764 < 2001; all_canonical: nan
PB.45510.1	full-splice_match	diff_to_gene_TSS: -111.0 < 0
PB.45510.3	novel_not_in_catalog	RTS_stage: True
PB.45511.1	incomplete-splice_match	FSM_class: C; length: 1779 < 2001; subcategory: 3prime_fragment
PB.45513.1	incomplete-splice_match	FSM_class: C; length: 1814 < 2001; subcategory: 3prime_fragment
PB.45514.1	genic	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.45514.2	incomplete-splice_match	length: 1760 < 2001; subcategory: 3prime_fragment
PB.45517.1	incomplete-splice_match	subcategory: mono-exon; length: 1848 < 2001; all_canonical: nan
PB.45518.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.45519.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1750 < 2001; all_canonical: nan
PB.45522.1	full-splice_match	diff_to_gene_TSS: -32.0 < 0
PB.45523.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1844 < 2001; all_canonical: nan
PB.45524.1	novel_in_catalog	all_canonical: nan
PB.45527.1	novel_in_catalog	diff_to_gene_TTS: -2934.0 < -50; diff_to_gene_TSS: -11277.0 < -50
PB.45528.1	novel_in_catalog	diff_to_gene_TSS: -19379.0 < -50
PB.45528.2	incomplete-splice_match	length: 1754 < 2001; subcategory: 3prime_fragment
PB.45529.1	incomplete-splice_match	FSM_class: C; length: 1784 < 2001; subcategory: 3prime_fragment
PB.45530.1	full-splice_match	diff_to_gene_TSS: -156.0 < 0
PB.45531.2	novel_in_catalog	diff_to_gene_TTS: -2205.0 < -50
PB.45532.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.45533.1	full-splice_match	diff_to_gene_TSS: -1.0 < 0
PB.45533.2	novel_not_in_catalog	RTS_stage: True
PB.45533.5	full-splice_match	diff_to_gene_TSS: -110.0 < 0
PB.52878.1	intergenic	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.52879.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.52883.1	full-splice_match	diff_to_gene_TSS: 68.0 > 50
PB.52884.2	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.52887.1	novel_in_catalog	diff_to_gene_TSS: 2639.0 > 50
PB.52890.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.52891.1	incomplete-splice_match	length: 1658 < 2001; FSM_class: C; subcategory: intron_retention
PB.52892.1	incomplete-splice_match	length: 1733 < 2001; subcategory: 3prime_fragment
PB.52895.3	incomplete-splice_match	FSM_class: C; length: 1695 < 2001; subcategory: 3prime_fragment
PB.52896.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1686 < 2001
PB.52899.1	genic	perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.52901.2	incomplete-splice_match	FSM_class: C; subcategory: intron_retention; length: 1668 < 2001
PB.52905.1	novel_not_in_catalog	perc_A_downstream_TTS: 80.0 > 59
PB.52906.1	incomplete-splice_match	FSM_class: C; length: 1713 < 2001; subcategory: 3prime_fragment
PB.52912.1	novel_in_catalog	diff_to_gene_TTS: 403.0 > 50
PB.52913.1	genic_intron	perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.52915.3	novel_not_in_catalog	all_canonical: non_canonical
PB.52917.1	novel_not_in_catalog	RTS_stage: True
PB.52917.5	novel_not_in_catalog	RTS_stage: True
PB.52918.1	incomplete-splice_match	FSM_class: C; subcategory: intron_retention; length: 1696 < 2001
PB.52921.1	novel_in_catalog	diff_to_gene_TSS: -23578.0 < -50
PB.52924.1	full-splice_match	perc_A_downstream_TTS: 85.0 > 59; diff_to_gene_TSS: -486.0 < 0
PB.52925.1	incomplete-splice_match	length: 1701 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.52927.2	novel_not_in_catalog	coding: non_coding
PB.52928.2	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.52929.1	incomplete-splice_match	length: 1627 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.52932.1	incomplete-splice_match	FSM_class: C; length: 1706 < 2001; subcategory: 3prime_fragment
PB.52937.1	incomplete-splice_match	FSM_class: C; length: 1738 < 2001; subcategory: 3prime_fragment
PB.52942.1	incomplete-splice_match	FSM_class: C; length: 1696 < 2001; subcategory: 3prime_fragment
PB.52943.1	incomplete-splice_match	length: 1702 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.52944.1	incomplete-splice_match	FSM_class: C; length: 1677 < 2001; subcategory: 3prime_fragment
PB.52945.1	incomplete-splice_match	length: 1714 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.52948.1	incomplete-splice_match	length: 1710 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.52950.1	genic	all_canonical: nan; exons: 1 < 2; perc_A_downstream_TTS: 65.0 > 59
PB.52951.1	full-splice_match	diff_to_gene_TSS: -263.0 < 0
PB.52952.1	incomplete-splice_match	length: 1690 < 2001; subcategory: 3prime_fragment
PB.52954.1	novel_not_in_catalog	all_canonical: non_canonical
PB.52955.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.52956.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.52957.1	incomplete-splice_match	FSM_class: C; length: 1713 < 2001; subcategory: 3prime_fragment
PB.52961.1	incomplete-splice_match	length: 1658 < 2001; subcategory: 3prime_fragment
PB.52962.1	incomplete-splice_match	FSM_class: C; length: 1720 < 2001; subcategory: 5prime_fragment
PB.52965.1	novel_in_catalog	diff_to_gene_TSS: 171.0 > 50
PB.52968.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.52969.1	incomplete-splice_match	length: 1712 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.52970.1	full-splice_match	diff_to_gene_TSS: 139.0 > 50
PB.52972.1	novel_in_catalog	diff_to_gene_TSS: -320.0 < -50; all_canonical: non_canonical
PB.52972.2	incomplete-splice_match	FSM_class: C; length: 1675 < 2001; subcategory: 5prime_fragment
PB.52972.3	novel_in_catalog	diff_to_gene_TTS: -32884.0 < -50; diff_to_gene_TSS: -402.0 < -50
PB.52973.1	incomplete-splice_match	FSM_class: C; length: 1685 < 2001; subcategory: 3prime_fragment
PB.52975.3	novel_in_catalog	diff_to_gene_TSS: -59.0 < -50; diff_to_gene_TTS: -12311.0 < -50; all_canonical: nan
PB.52976.2	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.52976.4	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1747 < 2001
PB.52977.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.52980.2	full-splice_match	diff_to_gene_TSS: -4.0 < 0
PB.52982.1	incomplete-splice_match	length: 1643 < 2001; FSM_class: C; subcategory: mono-exon; all_canonical: nan
PB.52983.1	novel_not_in_catalog	RTS_stage: True
PB.52983.2	novel_not_in_catalog	all_canonical: non_canonical
PB.52984.1	novel_in_catalog	diff_to_gene_TTS: -1922.0 < -50
PB.52985.1	incomplete-splice_match	FSM_class: C; length: 1681 < 2001; subcategory: 3prime_fragment
PB.52989.2	novel_not_in_catalog	RTS_stage: True
PB.52989.3	incomplete-splice_match	length: 1558 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.52990.2	incomplete-splice_match	length: 1653 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.52991.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1709 < 2001
PB.52993.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1664 < 2001
PB.52996.1	incomplete-splice_match	FSM_class: C; length: 1672 < 2001; subcategory: 5prime_fragment
PB.53005.1	novel_in_catalog	diff_to_gene_TSS: -3603.0 < -50
PB.53011.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.53013.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1638 < 2001
PB.53014.1	incomplete-splice_match	FSM_class: C; length: 1706 < 2001; subcategory: 3prime_fragment
PB.53015.3	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59
PB.53018.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1719 < 2001
PB.53021.1	incomplete-splice_match	FSM_class: C; length: 1741 < 2001; subcategory: 3prime_fragment
PB.53024.2	novel_not_in_catalog	coding: non_coding; all_canonical: non_canonical; RTS_stage: True
PB.53025.1	novel_in_catalog	diff_to_gene_TTS: -41089.0 < -50; all_canonical: nan
PB.53028.1	genic_intron	coding: non_coding; all_canonical: nan; exons: 1 < 2; perc_A_downstream_TTS: 65.0 > 59
PB.53031.1	novel_not_in_catalog	coding: non_coding; RTS_stage: True
PB.53035.2	incomplete-splice_match	FSM_class: C; length: 1691 < 2001; subcategory: 3prime_fragment
PB.53037.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.53037.3	novel_not_in_catalog	all_canonical: non_canonical
PB.53037.6	full-splice_match	diff_to_gene_TSS: -119.0 < 0
PB.53042.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.53043.1	full-splice_match	diff_to_gene_TSS: -32.0 < 0
PB.53046.1	full-splice_match	diff_to_gene_TSS: -186.0 < 0
PB.53046.2	novel_in_catalog	diff_to_gene_TSS: -81.0 < -50
PB.53050.1	incomplete-splice_match	length: 1683 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.53052.1	incomplete-splice_match	FSM_class: C; length: 1661 < 2001; subcategory: 5prime_fragment
PB.53054.1	incomplete-splice_match	FSM_class: C; length: 1677 < 2001; subcategory: 3prime_fragment
PB.53055.2	full-splice_match	diff_to_gene_TSS: -12.0 < 0
PB.53057.1	antisense	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.53060.1	novel_not_in_catalog	all_canonical: non_canonical
PB.53061.3	incomplete-splice_match	FSM_class: C; length: 1671 < 2001; subcategory: intron_retention
PB.53062.1	novel_not_in_catalog	all_canonical: non_canonical
PB.53063.4	novel_not_in_catalog	all_canonical: non_canonical
PB.53064.1	incomplete-splice_match	length: 1722 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.53066.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1709 < 2001
PB.53067.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1649 < 2001
PB.53070.1	novel_in_catalog	diff_to_gene_TTS: -2150.0 < -50; all_canonical: nan
PB.53071.1	full-splice_match	diff_to_gene_TSS: -2.0 < 0
PB.53071.2	full-splice_match	diff_to_gene_TSS: -383.0 < 0
PB.53072.1	incomplete-splice_match	FSM_class: C; length: 1741 < 2001; subcategory: 3prime_fragment
PB.60584.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1614 < 2001; all_canonical: nan
PB.60587.1	full-splice_match	perc_A_downstream_TTS: 75.0 > 59; diff_to_gene_TSS: -892.0 < 0
PB.60588.1	novel_not_in_catalog	all_canonical: non_canonical
PB.60589.1	incomplete-splice_match	FSM_class: C; length: 1548 < 2001; subcategory: 3prime_fragment
PB.60590.2	full-splice_match	diff_to_gene_TSS: -30.0 < 0
PB.60591.1	incomplete-splice_match	FSM_class: C; length: 1596 < 2001; subcategory: 5prime_fragment
PB.60592.1	incomplete-splice_match	length: 1597 < 2001; subcategory: 3prime_fragment
PB.60592.2	novel_in_catalog	diff_to_gene_TTS: -24255.0 < -50; diff_to_gene_TSS: -75209.0 < -50; all_canonical: nan
PB.60598.1	incomplete-splice_match	FSM_class: C; length: 1489 < 2001; subcategory: 3prime_fragment
PB.60602.1	incomplete-splice_match	FSM_class: C; length: 1571 < 2001; subcategory: 3prime_fragment
PB.60603.1	incomplete-splice_match	length: 1545 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60604.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1584 < 2001
PB.60609.1	novel_not_in_catalog	RTS_stage: True
PB.60611.1	genic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.60613.1	novel_in_catalog	diff_to_gene_TSS: 5076.0 > 50; diff_to_gene_TTS: 139.0 > 50
PB.60616.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.60620.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1599 < 2001
PB.60623.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.60624.1	incomplete-splice_match	length: 1576 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60627.1	incomplete-splice_match	FSM_class: C; length: 1602 < 2001; subcategory: 5prime_fragment
PB.60629.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1544 < 2001
PB.60631.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.60632.3	incomplete-splice_match	FSM_class: C; length: 1520 < 2001; subcategory: 5prime_fragment
PB.60635.1	incomplete-splice_match	FSM_class: C; length: 1705 < 2001; subcategory: 3prime_fragment
PB.60636.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1541 < 2001
PB.60637.1	incomplete-splice_match	FSM_class: C; length: 1571 < 2001; subcategory: 3prime_fragment
PB.60641.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1570 < 2001
PB.60643.1	incomplete-splice_match	FSM_class: C; length: 1626 < 2001; subcategory: 3prime_fragment
PB.60643.3	novel_not_in_catalog	all_canonical: non_canonical
PB.60643.4	incomplete-splice_match	FSM_class: C; length: 1544 < 2001; subcategory: 5prime_fragment
PB.60644.1	incomplete-splice_match	length: 1572 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.60645.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1534 < 2001; all_canonical: nan
PB.60648.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1559 < 2001
PB.60649.3	incomplete-splice_match	length: 1542 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.60652.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1593 < 2001
PB.60654.1	genic	exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.60655.1	novel_in_catalog	diff_to_gene_TSS: -164.0 < -50
PB.60655.4	incomplete-splice_match	length: 1579 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60656.1	incomplete-splice_match	length: 1595 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60658.1	incomplete-splice_match	subcategory: mono-exon; length: 1594 < 2001; all_canonical: nan
PB.60659.1	incomplete-splice_match	length: 1569 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60660.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1619 < 2001
PB.60662.1	full-splice_match	diff_to_gene_TSS: 60.0 > 50
PB.60662.3	novel_in_catalog	diff_to_gene_TSS: -318.0 < -50
PB.60665.1	novel_not_in_catalog	all_canonical: non_canonical
PB.60665.2	novel_in_catalog	diff_to_gene_TTS: 197.0 > 50
PB.60667.3	full-splice_match	diff_to_gene_TSS: -3.0 < 0
PB.60670.1	novel_not_in_catalog	all_canonical: non_canonical
PB.60671.1	full-splice_match	diff_to_gene_TSS: -456.0 < 0
PB.60674.1	genic	all_canonical: non_canonical
PB.60674.2	genic	all_canonical: non_canonical
PB.60674.3	genic	all_canonical: non_canonical
PB.60675.3	full-splice_match	diff_to_gene_TSS: -2.0 < 0
PB.60676.1	incomplete-splice_match	length: 1535 < 2001; subcategory: 3prime_fragment
PB.60677.1	incomplete-splice_match	FSM_class: C; length: 1562 < 2001; subcategory: 5prime_fragment
PB.60677.2	incomplete-splice_match	length: 1506 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60678.1	incomplete-splice_match	FSM_class: C; length: 1547 < 2001; subcategory: 3prime_fragment
PB.60680.1	incomplete-splice_match	length: 1528 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60681.2	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.60681.3	incomplete-splice_match	FSM_class: C; length: 1485 < 2001; subcategory: 5prime_fragment
PB.60681.4	novel_not_in_catalog	perc_A_downstream_TTS: 95.0 > 59; RTS_stage: True
PB.60684.2	novel_in_catalog	diff_to_gene_TSS: 62.0 > 50
PB.60686.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.60691.1	full-splice_match	diff_to_gene_TSS: -24.0 < 0
PB.60693.3	full-splice_match	diff_to_gene_TSS: -1.0 < 0
PB.60694.1	full-splice_match	diff_to_gene_TSS: -48.0 < 0
PB.60698.1	full-splice_match	diff_to_gene_TSS: -348.0 < 0
PB.60701.1	novel_not_in_catalog	coding: non_coding
PB.60702.1	full-splice_match	diff_to_gene_TSS: -19.0 < 0; perc_A_downstream_TTS: 60.0 > 59
PB.60703.3	novel_in_catalog	diff_to_gene_TTS: 287.0 > 50
PB.60704.1	incomplete-splice_match	FSM_class: C; length: 1596 < 2001; subcategory: 3prime_fragment
PB.60705.1	incomplete-splice_match	FSM_class: C; length: 1612 < 2001; subcategory: 3prime_fragment
PB.60706.1	incomplete-splice_match	FSM_class: C; length: 1504 < 2001; subcategory: 5prime_fragment
PB.60707.2	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.60708.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1613 < 2001
PB.60710.2	full-splice_match	diff_to_gene_TSS: -80.0 < 0
PB.60713.1	incomplete-splice_match	FSM_class: C; length: 1543 < 2001; subcategory: 3prime_fragment
PB.60716.1	incomplete-splice_match	subcategory: mono-exon; length: 1569 < 2001; FSM_class: C; all_canonical: nan
PB.60721.1	novel_not_in_catalog	all_canonical: non_canonical
PB.60721.2	novel_not_in_catalog	all_canonical: non_canonical
PB.60721.3	novel_not_in_catalog	all_canonical: non_canonical
PB.60721.5	novel_not_in_catalog	all_canonical: non_canonical
PB.60721.6	novel_not_in_catalog	perc_A_downstream_TTS: 75.0 > 59; all_canonical: non_canonical
PB.60721.7	novel_not_in_catalog	perc_A_downstream_TTS: 75.0 > 59; all_canonical: non_canonical
PB.60723.1	incomplete-splice_match	FSM_class: C; length: 1616 < 2001; subcategory: 3prime_fragment
PB.60729.1	full-splice_match	diff_to_gene_TSS: -180.0 < 0
PB.60731.1	incomplete-splice_match	FSM_class: C; length: 1547 < 2001; subcategory: 3prime_fragment
PB.60733.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1559 < 2001
PB.60734.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1503 < 2001
PB.60737.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1534 < 2001
PB.60738.1	full-splice_match	diff_to_gene_TSS: 95.0 > 50
PB.60739.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1570 < 2001
PB.60740.1	full-splice_match	diff_to_gene_TSS: -5.0 < 0
PB.60742.1	novel_not_in_catalog	RTS_stage: True
PB.60742.2	incomplete-splice_match	length: 1640 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60742.3	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.60743.1	intergenic	coding: non_coding; all_canonical: nan; exons: 1 < 2; perc_A_downstream_TTS: 65.0 > 59
PB.60745.1	incomplete-splice_match	FSM_class: C; length: 1513 < 2001; subcategory: 3prime_fragment
PB.60748.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.60748.3	novel_not_in_catalog	all_canonical: non_canonical
PB.60750.2	novel_in_catalog	diff_to_gene_TSS: -24857.0 < -50
PB.60751.1	incomplete-splice_match	length: 1493 < 2001; subcategory: 3prime_fragment
PB.60752.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1605 < 2001
PB.60753.1	incomplete-splice_match	length: 1589 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.60756.1	incomplete-splice_match	subcategory: 3prime_fragment; length: 1615 < 2001
PB.68181.1	antisense	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.68182.1	fusion	coding: non_coding; RTS_stage: True
PB.68182.2	genic_intron	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.68184.2	incomplete-splice_match	FSM_class: C; length: 1396 < 2001; subcategory: 5prime_fragment
PB.68185.3	incomplete-splice_match	FSM_class: C; length: 1529 < 2001; subcategory: 3prime_fragment
PB.68187.1	novel_not_in_catalog	coding: non_coding; perc_A_downstream_TTS: 90.0 > 59
PB.68190.1	full-splice_match	diff_to_gene_TSS: -286.0 < 0
PB.68191.2	novel_in_catalog	diff_to_gene_TSS: 673.0 > 50
PB.68191.3	incomplete-splice_match	length: 1404 < 2001; FSM_class: C; subcategory: internal_fragment
PB.68192.1	novel_not_in_catalog	coding: non_coding
PB.68194.1	incomplete-splice_match	length: 1428 < 2001; subcategory: 3prime_fragment
