/home/pabloati/miniforge3/envs/sqanti3/bin/psauron -i /media/pabloati/HDD1/pablo/sqanti/courses-SQANTI_verse/results/03_QC_with_orthogonal/TD2/longest_orfs.cds -o /media/pabloati/HDD1/pablo/sqanti/courses-SQANTI_verse/results/03_QC_with_orthogonal/TD2/psauron_score.csv -m 0 --inframe 0.5 -s
psauron score: 63.1
description,psauron_is_protein,in-frame_score
transcript1583.p1,True,0.99212
transcript1585.p1,True,0.99212
transcript1594.p1,False,0.00291
transcript1594.p2,True,0.90387
transcript1594.p3,True,0.92421
transcript1598.p1,True,0.99477
transcript1600.p1,True,0.99477
transcript1602.p1,True,0.99477
transcript1611.p1,True,0.99677
transcript1606.p1,True,0.99677
transcript1613.p1,True,0.99677
transcript1618.p1,True,0.99961
transcript1618.p2,False,0.01333
transcript1618.p3,False,0.01169
transcript1623.p1,True,0.99998
transcript1623.p2,False,0.20688
transcript1623.p3,False,0.00058
transcript1625.p1,False,0.03973
transcript1625.p2,False,0.04552
transcript1629.p1,True,0.9949
transcript1629.p2,True,0.99408
transcript1629.p3,False,0.49617
transcript1631.p1,True,0.99078
transcript1631.p2,True,0.99162
transcript1635.p1,True,0.99687
transcript1635.p2,True,0.99888
transcript1640.p1,False,0.06837
transcript1640.p2,True,0.98138
transcript1645.p1,True,0.96259
transcript1645.p2,True,0.98582
transcript1645.p3,False,0.32881
transcript1645.p4,False,0.01214
transcript1648.p1,True,0.99677
transcript1648.p2,True,0.99662
transcript1655.p1,True,0.60174
transcript1655.p2,True,0.99942
transcript1655.p3,True,0.72381
transcript1651.p1,False,0.07599
transcript1651.p2,False,0.07974
transcript1651.p3,True,0.99891
transcript1651.p4,True,0.72381
transcript1651.p5,False,0.01099
transcript1651.p6,True,0.60174
transcript1658.p1,False,0.12501
transcript1658.p2,True,0.98909
transcript1658.p3,False,0.00524
transcript1661.p1,False,0.06162
transcript1661.p2,True,0.53528
transcript1661.p3,True,0.99713
transcript1661.p4,True,0.99761
transcript1667.p1,True,0.9992
transcript1672.p1,False,0.02612
transcript1672.p2,False,0.47574
transcript1674.p1,False,0.01585
transcript1674.p2,True,0.91643
transcript1679.p1,True,0.9996
transcript1679.p2,True,0.99968
transcript1677.p1,True,0.99968
transcript1688.p1,False,0.05299
transcript1688.p2,True,0.99823
transcript1688.p3,False,0.00024
transcript1686.p1,True,0.99714
transcript1686.p2,False,0.00024
transcript1693.p1,True,0.98619
transcript1693.p2,True,0.98651
transcript1698.p1,False,0.14837
transcript1698.p2,False,0.13319
transcript1698.p3,True,0.99912
transcript1703.p1,False,0.09218
transcript1703.p2,True,0.9347
transcript1703.p3,True,0.97038
transcript1707.p1,False,0.00898
transcript1707.p2,False,0.05186
transcript1707.p3,True,0.99899
transcript1710.p1,True,0.99996
transcript1710.p2,False,0.36965
transcript1710.p3,False,0.27406
