isoform	structural_category	filter_reason
PB.52927.2	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.52928.2	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.52929.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 1627 < 2001; ratio_exp: 0.0401026711887696 < 0.5
PB.52932.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1706 < 2001; ratio_exp: 7.360118075320581e-10 < 0.5
PB.52937.1	incomplete-splice_match	FSM_class: C; length: 1738 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.52942.1	incomplete-splice_match	FSM_class: C; ratio_exp: 8.207688719086483e-05 < 0.5; subcategory: 3prime_fragment; length: 1696 < 2001
PB.52943.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1702 < 2001; ratio_exp: 0.3611371926453959 < 0.5
PB.52944.1	incomplete-splice_match	FSM_class: C; ratio_exp: 1.1458115122855878e-10 < 0.5; subcategory: 3prime_fragment; length: 1677 < 2001
PB.52945.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0525288919269173 < 0.5; length: 1714 < 2001
PB.52948.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1710 < 2001; ratio_exp: 0.0 < 0.5
PB.52950.1	genic	exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.52951.1	full-splice_match	dist_to_CAGE_peak: 28.0 > 0; diff_to_gene_TSS: -263.0 < -50
PB.52954.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.52955.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.52956.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.52957.1	incomplete-splice_match	FSM_class: C; length: 1713 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0080621389530007 < 0.5
PB.52961.1	incomplete-splice_match	length: 1658 < 2001; ratio_exp: 0.103277970006513 < 0.5; subcategory: 3prime_fragment
PB.52962.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 1720 < 2001; ratio_exp: 0.0083147474346894 < 0.5
PB.52965.1	novel_in_catalog	min_cov: 1.0 < 10; within_CAGE_peak: False < True; diff_to_gene_TSS: 171.0 > 50
PB.52968.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.52969.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1712 < 2001; ratio_exp: 0.0 < 0.5
PB.52970.1	full-splice_match	diff_to_gene_TSS: 139.0 > 50
PB.52972.1	novel_in_catalog	diff_to_gene_TSS: -320.0 < -50; min_cov: 0.0 < 10; all_canonical: non_canonical
PB.52972.2	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0 < 0.5; length: 1675 < 2001
PB.52972.3	novel_in_catalog	diff_to_gene_TTS: -32884.0 < -50; polyA_motif_found: False < True; min_cov: 8.0 < 10; diff_to_gene_TSS: -402.0 < -50
PB.52973.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1685 < 2001
PB.52975.3	novel_in_catalog	diff_to_gene_TTS: -12311.0 < -50; diff_to_gene_TSS: -59.0 < -50; all_canonical: nan
PB.52976.2	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.52976.4	incomplete-splice_match	FSM_class: C; ratio_exp: 0.2957446904069049 < 0.5; subcategory: 3prime_fragment; length: 1747 < 2001
PB.52977.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.52982.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 1643 < 2001; subcategory: mono-exon; ratio_exp: 0.060055442646583 < 0.5
PB.52983.2	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.52984.1	novel_in_catalog	min_cov: 0.0 < 10; polyA_motif_found: False < True; diff_to_gene_TTS: -1922.0 < -50
PB.52985.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1681 < 2001; ratio_exp: 0.0 < 0.5
PB.52989.3	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0812238761493344 < 0.5; length: 1558 < 2001
PB.52990.2	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0003399287174222 < 0.5; subcategory: 3prime_fragment; length: 1653 < 2001
PB.52991.1	incomplete-splice_match	FSM_class: C; ratio_exp: 3.5178425354393927e-09 < 0.5; subcategory: 3prime_fragment; length: 1709 < 2001
PB.52993.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1664 < 2001
PB.52996.1	incomplete-splice_match	FSM_class: C; length: 1672 < 2001; ratio_exp: 0.0361097689403808 < 0.5; subcategory: 5prime_fragment
PB.53005.1	novel_in_catalog	min_cov: 0.0 < 10; diff_to_gene_TSS: -3603.0 < -50; within_CAGE_peak: False < True
PB.53011.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.53013.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 1.1348238320059e-08 < 0.5; length: 1638 < 2001
PB.53014.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1706 < 2001; ratio_exp: 0.0 < 0.5
PB.53015.3	novel_not_in_catalog	min_cov: 0.0 < 10; perc_A_downstream_TTS: 60.0 > 59
PB.53018.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0666099203501468 < 0.5; length: 1719 < 2001
PB.53021.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1741 < 2001
PB.53024.2	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10; all_canonical: non_canonical
PB.53025.1	novel_in_catalog	polyA_motif_found: False < True; diff_to_gene_TTS: -41089.0 < -50; all_canonical: nan
PB.53028.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.53031.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.53035.2	incomplete-splice_match	FSM_class: C; length: 1691 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.53037.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.53037.3	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.53037.6	full-splice_match	diff_to_gene_TSS: -119.0 < -50; dist_to_CAGE_peak: -7850.0 < -50
PB.53042.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.53046.1	full-splice_match	diff_to_gene_TSS: -186.0 < -50; dist_to_CAGE_peak: -95.0 < -50
PB.53046.2	novel_in_catalog	min_cov: 0.0 < 10; diff_to_gene_TSS: -81.0 < -50
PB.53050.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1683 < 2001; ratio_exp: 0.0 < 0.5
PB.53052.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0397686210908375 < 0.5; length: 1661 < 2001
PB.53054.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0020794979667472 < 0.5; length: 1677 < 2001
PB.53057.1	antisense	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.53060.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.53061.3	incomplete-splice_match	FSM_class: C; subcategory: intron_retention; ratio_exp: 0.0 < 0.5; length: 1671 < 2001
PB.53062.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.53063.4	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.53064.1	incomplete-splice_match	FSM_class: C; length: 1722 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.53066.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1709 < 2001
PB.53067.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.2661368874533905 < 0.5; length: 1649 < 2001; subcategory: 3prime_fragment
PB.53070.1	novel_in_catalog	diff_to_gene_TTS: -2150.0 < -50; all_canonical: nan
PB.53071.2	full-splice_match	dist_to_CAGE_peak: -367.0 < -50; diff_to_gene_TSS: -383.0 < -50
PB.53072.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0423758048648549 < 0.5; length: 1741 < 2001
PB.60584.1	incomplete-splice_match	length: 1614 < 2001; all_canonical: nan; FSM_class: C; subcategory: mono-exon; ratio_exp: 1.932456349268889e-06 < 0.5
PB.60587.1	full-splice_match	perc_A_downstream_TTS: 75.0 > 59; diff_to_gene_TSS: -892.0 < -50
PB.60588.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60589.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0895347397624915 < 0.5; subcategory: 3prime_fragment; length: 1548 < 2001
PB.60591.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0220728051398918 < 0.5; length: 1596 < 2001; subcategory: 5prime_fragment
PB.60592.1	incomplete-splice_match	length: 1597 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.60592.2	novel_in_catalog	diff_to_gene_TSS: -75209.0 < -50; all_canonical: nan; diff_to_gene_TTS: -24255.0 < -50; polyA_motif_found: False < True; within_CAGE_peak: False < True
PB.60598.1	incomplete-splice_match	FSM_class: C; length: 1489 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0575162691223268 < 0.5
PB.60602.1	incomplete-splice_match	FSM_class: C; length: 1571 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.60603.1	incomplete-splice_match	FSM_class: C; ratio_exp: 9.60875972518313e-10 < 0.5; length: 1545 < 2001; subcategory: 3prime_fragment
PB.60604.1	incomplete-splice_match	FSM_class: C; length: 1584 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.60611.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.60613.1	novel_in_catalog	min_cov: 1.0 < 10; diff_to_gene_TSS: 5076.0 > 50; diff_to_gene_TTS: 139.0 > 50
PB.60616.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.60620.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1599 < 2001; ratio_exp: 0.434650144140739 < 0.5
PB.60623.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60624.1	incomplete-splice_match	FSM_class: C; length: 1576 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.60627.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 1602 < 2001; ratio_exp: 0.0941452591021478 < 0.5
PB.60629.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1544 < 2001; ratio_exp: 0.3341647507646283 < 0.5
PB.60631.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.60632.3	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0239791818609194 < 0.5; length: 1520 < 2001
PB.60635.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1705 < 2001; ratio_exp: 0.0280772659674406 < 0.5
PB.60636.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1541 < 2001
PB.60637.1	incomplete-splice_match	FSM_class: C; length: 1571 < 2001; ratio_exp: 0.0326034595747501 < 0.5; subcategory: 3prime_fragment
PB.60641.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1570 < 2001
PB.60643.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1626 < 2001; ratio_exp: 0.0 < 0.5
PB.60643.3	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60643.4	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 1544 < 2001; ratio_exp: 0.0572734512387891 < 0.5
PB.60644.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0 < 0.5; length: 1572 < 2001
PB.60645.1	incomplete-splice_match	length: 1534 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.0387158210141422 < 0.5; subcategory: mono-exon
PB.60648.1	incomplete-splice_match	FSM_class: C; length: 1559 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.1415884124476221 < 0.5
PB.60649.3	incomplete-splice_match	FSM_class: C; length: 1542 < 2001; ratio_exp: 0.0944771736898685 < 0.5; subcategory: 5prime_fragment
PB.60652.1	incomplete-splice_match	FSM_class: C; length: 1593 < 2001; ratio_exp: 0.0364698366121238 < 0.5; subcategory: 3prime_fragment
PB.60654.1	genic	exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.60655.1	novel_in_catalog	min_cov: 0.0 < 10; diff_to_gene_TSS: -164.0 < -50
PB.60655.4	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0419099384453911 < 0.5; length: 1579 < 2001; subcategory: 3prime_fragment
PB.60656.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.2585597415211538 < 0.5; subcategory: 3prime_fragment; length: 1595 < 2001
PB.60658.1	incomplete-splice_match	length: 1594 < 2001; subcategory: mono-exon; ratio_exp: 0.0381890629532553 < 0.5; all_canonical: nan
PB.60659.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1569 < 2001; ratio_exp: 0.0 < 0.5
PB.60660.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1619 < 2001; ratio_exp: 0.0 < 0.5
PB.60662.1	full-splice_match	diff_to_gene_TSS: 60.0 > 50; dist_to_CAGE_peak: 3.0 > 0
PB.60662.3	novel_in_catalog	polyA_motif_found: False < True; min_cov: 8.0 < 10; diff_to_gene_TSS: -318.0 < -50
PB.60665.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60665.2	novel_in_catalog	min_cov: 1.0 < 10; polyA_motif_found: False < True; diff_to_gene_TTS: 197.0 > 50
PB.60670.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60671.1	full-splice_match	dist_to_CAGE_peak: -422.0 < -50; diff_to_gene_TSS: -456.0 < -50
PB.60674.1	genic	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60674.2	genic	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60674.3	genic	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60676.1	incomplete-splice_match	subcategory: 3prime_fragment; ratio_exp: 0.3055079840118161 < 0.5; length: 1535 < 2001
PB.60677.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.015006688552551 < 0.5; length: 1562 < 2001
PB.60677.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.000416206640563 < 0.5; length: 1506 < 2001
PB.60678.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0001243526332497 < 0.5; length: 1547 < 2001; subcategory: 3prime_fragment
PB.60680.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1528 < 2001
PB.60681.2	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60681.3	incomplete-splice_match	FSM_class: C; ratio_exp: 0.1094255993299742 < 0.5; length: 1485 < 2001; subcategory: 5prime_fragment
PB.60681.4	novel_not_in_catalog	min_cov: 0.0 < 10; perc_A_downstream_TTS: 95.0 > 59
PB.60684.2	novel_in_catalog	min_cov: 0.0 < 10; within_CAGE_peak: False < True; diff_to_gene_TSS: 62.0 > 50
PB.60686.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.60698.1	full-splice_match	diff_to_gene_TSS: -348.0 < -50
PB.60701.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.60702.1	full-splice_match	dist_to_CAGE_peak: 22.0 > 0; perc_A_downstream_TTS: 60.0 > 59
PB.60703.3	novel_in_catalog	min_cov: 0.0 < 10; diff_to_gene_TTS: 287.0 > 50
PB.60704.1	incomplete-splice_match	FSM_class: C; length: 1596 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.1877513431439465 < 0.5
PB.60705.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.1228906736832607 < 0.5; length: 1612 < 2001; subcategory: 3prime_fragment
PB.60706.1	incomplete-splice_match	FSM_class: C; length: 1504 < 2001; subcategory: 5prime_fragment; ratio_exp: 0.0978875771030342 < 0.5
PB.60707.2	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.60708.2	incomplete-splice_match	FSM_class: C; length: 1613 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0985827162280302 < 0.5
PB.60713.1	incomplete-splice_match	FSM_class: C; length: 1543 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.60716.1	incomplete-splice_match	length: 1569 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.0 < 0.5; subcategory: mono-exon
PB.60721.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60721.2	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60721.3	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60721.5	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60721.6	novel_not_in_catalog	perc_A_downstream_TTS: 75.0 > 59; min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60721.7	novel_not_in_catalog	perc_A_downstream_TTS: 75.0 > 59; min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60723.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1616 < 2001
PB.60729.1	full-splice_match	diff_to_gene_TSS: -180.0 < -50; dist_to_CAGE_peak: -89.0 < -50
PB.60731.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1547 < 2001; ratio_exp: 0.0 < 0.5
PB.60733.1	incomplete-splice_match	FSM_class: C; length: 1559 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.60734.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.1401461208243587 < 0.5; length: 1503 < 2001
PB.60737.1	incomplete-splice_match	FSM_class: C; length: 1534 < 2001; ratio_exp: 0.0999420285033154 < 0.5; subcategory: 3prime_fragment
PB.60738.1	full-splice_match	diff_to_gene_TSS: 95.0 > 50
PB.60739.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0862201550902872 < 0.5; length: 1570 < 2001
PB.60742.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1640 < 2001
PB.60742.3	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.60743.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.60745.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0259628265319852 < 0.5; length: 1513 < 2001
PB.60748.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60748.3	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.60750.2	novel_in_catalog	within_CAGE_peak: False < True; diff_to_gene_TSS: -24857.0 < -50; min_cov: 4.0 < 10
PB.60751.1	incomplete-splice_match	subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1493 < 2001
PB.60752.1	incomplete-splice_match	FSM_class: C; length: 1605 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.60753.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1589 < 2001; ratio_exp: 0.0188490652188333 < 0.5
PB.60756.1	incomplete-splice_match	length: 1615 < 2001; ratio_exp: 0.0011781387176858 < 0.5; subcategory: 3prime_fragment
PB.68181.1	antisense	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.68182.1	fusion	coding: non_coding; min_cov: 0.0 < 10
PB.68182.2	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.68184.2	incomplete-splice_match	FSM_class: C; length: 1396 < 2001; subcategory: 5prime_fragment; ratio_exp: 0.052670686578896 < 0.5
PB.68185.3	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1529 < 2001; ratio_exp: 0.2375247272115491 < 0.5
PB.68187.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10; perc_A_downstream_TTS: 90.0 > 59
PB.68190.1	full-splice_match	diff_to_gene_TSS: -286.0 < -50; dist_to_CAGE_peak: -283.0 < -50
PB.68191.2	novel_in_catalog	diff_to_gene_TSS: 673.0 > 50; min_cov: 0.0 < 10; within_CAGE_peak: False < True
PB.68191.3	incomplete-splice_match	FSM_class: C; length: 1404 < 2001; ratio_exp: 0.0882842970262028 < 0.5; subcategory: internal_fragment
PB.68192.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.68194.1	incomplete-splice_match	length: 1428 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.68198.1	incomplete-splice_match	FSM_class: C; length: 1363 < 2001; ratio_exp: 0.0550771184588883 < 0.5; subcategory: intron_retention
PB.68198.2	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0186995548624442 < 0.5; length: 1407 < 2001; subcategory: internal_fragment
PB.68198.3	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1465 < 2001
PB.68198.4	incomplete-splice_match	FSM_class: C; length: 1369 < 2001; ratio_exp: 0.0380296475342526 < 0.5; subcategory: 3prime_fragment
PB.68201.1	full-splice_match	dist_to_CAGE_peak: -7769.0 < -50; diff_to_gene_TSS: -59.0 < -50
PB.68203.2	incomplete-splice_match	FSM_class: C; length: 1483 < 2001; ratio_exp: 0.014114964390216 < 0.5; subcategory: 3prime_fragment
PB.68204.1	incomplete-splice_match	FSM_class: C; length: 1482 < 2001; subcategory: intron_retention; ratio_exp: 0.0097259637731661 < 0.5
PB.68205.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.68206.1	full-splice_match	diff_to_gene_TSS: -113.0 < -50; perc_A_downstream_TTS: 90.0 > 59
PB.68207.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.68208.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1430 < 2001
PB.68214.2	incomplete-splice_match	FSM_class: C; length: 1424 < 2001; ratio_exp: 0.0 < 0.5; subcategory: intron_retention
PB.68218.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1379 < 2001; ratio_exp: 0.0 < 0.5
PB.68220.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1423 < 2001
PB.68221.1	incomplete-splice_match	ratio_exp: 0.0116435026757503 < 0.5; all_canonical: nan; FSM_class: C; length: 1361 < 2001; subcategory: mono-exon
PB.68223.1	full-splice_match	diff_to_gene_TSS: -223.0 < -50; dist_to_CAGE_peak: -207.0 < -50
PB.68224.1	novel_in_catalog	min_cov: 1.0 < 10; within_CAGE_peak: False < True; polyA_motif_found: False < True; diff_to_gene_TTS: -122323.0 < -50
PB.68227.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1422 < 2001; ratio_exp: 0.0 < 0.5
PB.68231.1	incomplete-splice_match	FSM_class: C; length: 1404 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.68236.2	incomplete-splice_match	FSM_class: C; length: 1445 < 2001; ratio_exp: 0.0059083060474991 < 0.5; subcategory: 3prime_fragment
PB.68236.4	novel_in_catalog	polyA_motif_found: False < True; within_CAGE_peak: False < True; diff_to_gene_TTS: -11490.0 < -50; min_cov: 2.0 < 10
PB.68237.1	incomplete-splice_match	FSM_class: C; length: 1452 < 2001; ratio_exp: 0.3470081173240606 < 0.5; subcategory: 3prime_fragment
PB.68240.1	genic	exons: 1 < 2; all_canonical: nan
PB.68241.2	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.68242.1	incomplete-splice_match	FSM_class: C; length: 1452 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.68243.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1395 < 2001; ratio_exp: 0.0 < 0.5
PB.68246.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 1469 < 2001; ratio_exp: 0.0090336980469186 < 0.5
PB.68249.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1410 < 2001
PB.68254.1	genic	exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.68256.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0 < 0.5; length: 1433 < 2001; subcategory: mono-exon
PB.68258.1	incomplete-splice_match	length: 1447 < 2001; subcategory: 5prime_fragment; ratio_exp: 0.0 < 0.5
PB.68259.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0518924706071094 < 0.5; length: 1403 < 2001
PB.68261.1	full-splice_match	perc_A_downstream_TTS: 85.0 > 59; dist_to_CAGE_peak: 22.0 > 0
PB.68264.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 1446 < 2001
PB.68266.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.68267.1	novel_not_in_catalog	min_cov: 2.0 < 10; perc_A_downstream_TTS: 80.0 > 59
PB.68268.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.2910335926847145 < 0.5; length: 1440 < 2001
PB.68269.1	incomplete-splice_match	FSM_class: C; length: 1418 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.68270.1	novel_in_catalog	polyA_motif_found: False < True; min_cov: 3.0 < 10; diff_to_gene_TSS: -320.0 < -50
PB.68270.2	novel_not_in_catalog	min_cov: 0.0 < 10; perc_A_downstream_TTS: 80.0 > 59
PB.68270.3	novel_not_in_catalog	min_cov: 0.0 < 10; perc_A_downstream_TTS: 80.0 > 59; all_canonical: non_canonical
PB.68270.4	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
PB.68270.5	novel_in_catalog	diff_to_gene_TSS: 75.0 > 50; min_cov: 1.0 < 10; polyA_motif_found: False < True
