isoform	structural_category	filter_reason
ENSMUST00000237507	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
ENSMUST00000237513	full-splice_match	perc_A_downstream_TTS: 70.0 > 59
ENSMUST00000237545	full-splice_match	perc_A_downstream_TTS: 85.0 > 59
ENSMUST00000237618	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000237638	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000237695	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000237752	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
ENSMUST00000237755	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000237841	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 80.0 > 59
ENSMUST00000237874	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000237922	full-splice_match	perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000237937	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000237976	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000238041	full-splice_match	perc_A_downstream_TTS: 75.0 > 59; within_CAGE_peak: False < True
ENSMUST00000238043	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
ENSMUST00000238079	full-splice_match	perc_A_downstream_TTS: 90.0 > 59
ENSMUST00000238085	full-splice_match	perc_A_downstream_TTS: 90.0 > 59; within_CAGE_peak: False < True
ENSMUST00000238125	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 85.0 > 59
ENSMUST00000238171	full-splice_match	perc_A_downstream_TTS: 85.0 > 59
ENSMUST00000238831	full-splice_match	perc_A_downstream_TTS: 90.0 > 59
ENSMUST00000240873	full-splice_match	within_CAGE_peak: False < True; diff_to_gene_TSS: 940 > 50
ENSMUST00000242887	full-splice_match	within_CAGE_peak: False < True; diff_to_gene_TSS: 748 > 50
ENSMUST00000243302	full-splice_match	diff_to_gene_TSS: 316 > 50; within_CAGE_peak: False < True
ENSMUST00000249642	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000249644	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000249647	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000249653	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000260286	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 65.0 > 59
ENSMUST00000264976	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000280097	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000301164	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000301333	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000303159	full-splice_match	within_CAGE_peak: False < True; diff_to_gene_TSS: 550 > 50
ENSMUST00000304499	full-splice_match	diff_to_gene_TSS: -440 < -50; within_CAGE_peak: False < True
ENSMUST00000304858	full-splice_match	within_CAGE_peak: False < True; diff_to_gene_TSS: -2521 < -50
ENSMUST00000311888	full-splice_match	diff_to_gene_TSS: 836 > 50; within_CAGE_peak: False < True
ENSMUST00000341909	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000358221	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
ENSMUST00000361011	full-splice_match	perc_A_downstream_TTS: 60.0 > 59
ENSMUST00020181759	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 65.0 > 59
ENSMUST00020182713	full-splice_match	perc_A_downstream_TTS: 75.0 > 59; within_CAGE_peak: False < True
ENSMUST00020182871	full-splice_match	within_CAGE_peak: False < True; perc_A_downstream_TTS: 60.0 > 59
